,text,label,problem
408,trails $MSFT $ORCL $GOOG $CRM $ADBE,0.179,sentiment_ranking_microblogs
409,Equity indexes working on a positive engulfing for March,0.308,sentiment_ranking_microblogs
410,Closed Buy,0.466,sentiment_ranking_microblogs
411,Good to load up Be confident,0.281,sentiment_ranking_microblogs
412,Airplane And Hospitality Industries Set Their Sights On #Cuba,0.405,sentiment_ranking_microblogs
413,China winners,0.452,sentiment_ranking_microblogs
414,just broke resistance #redtogreen #breakout right out of the gate tomorrow morning,0.598,sentiment_ranking_microblogs
415,has a hard to diminish lead,0.262,sentiment_ranking_microblogs
416,Stochastic Overbought,-0.385,sentiment_ranking_microblogs
417,consumers keep cautious stance,-0.258,sentiment_ranking_microblogs
418,calls for nice gains Still holding Week made in a morning,0.396,sentiment_ranking_microblogs
419,Considering Bid,0.21,sentiment_ranking_microblogs
420,ready to pop!,0.293,sentiment_ranking_microblogs
421,Covered Call,0.329,sentiment_ranking_microblogs
422,but decent supt here-expect some upside,0.302,sentiment_ranking_microblogs
423,Three of my hot stocks today,0.461,sentiment_ranking_microblogs
424,getting sold here.,-0.551,sentiment_ranking_microblogs
425,Double bottom 5.2,0.23,sentiment_ranking_microblogs
426,could be lotto winners,0.29,sentiment_ranking_microblogs
427,Court tells states to leave $GOOG alone,0.291,sentiment_ranking_microblogs
428,In Play Longs,0.273,sentiment_ranking_microblogs
429,watch $TSLA > 34.5,0.339,sentiment_ranking_microblogs
430,not selling before,0.221,sentiment_ranking_microblogs
431,Sector Stocks Leading Today,0.454,sentiment_ranking_microblogs
432,I see more downside in next two weeks be careful -20 dollars drop potential,-0.477,sentiment_ranking_microblogs
433,new squeeze plays,-0.339,sentiment_ranking_microblogs
434,still having some trouble at the resistance line,0.071,sentiment_ranking_microblogs
435,with personal story sharing declining will $FB feeds start to look more like $TWTR,-0.572,sentiment_ranking_microblogs
436,Near HOD,0.366,sentiment_ranking_microblogs
437,Unusual Call Activity,0.421,sentiment_ranking_microblogs
438,today's top gainers,0.447,sentiment_ranking_microblogs
439,money flow & stochastic dropping itting resistance at the 200-day downtrend Retest 50-day?,-0.577,sentiment_ranking_microblogs
440,Reasons for caution about Chinese stocks,-0.317,sentiment_ranking_microblogs
441,Unusual Call Activity,0.421,sentiment_ranking_microblogs
442,Long buying point,0.23,sentiment_ranking_microblogs
443,trying to drag $bidu with it.,-0.524,sentiment_ranking_microblogs
444,Continues to consolidate above previous break out area.,0.375,sentiment_ranking_microblogs
445,Bought more - Bought $FB at,0.506,sentiment_ranking_microblogs
446,Back to Back intraday reversals look out below Shorts moving in!,-0.53,sentiment_ranking_microblogs
447,Another Sell Rating,-0.389,sentiment_ranking_microblogs
448,long this morning,0.476,sentiment_ranking_microblogs
449,the overall market improve,0.433,sentiment_ranking_microblogs
450,got hit hard lower this AM,-0.551,sentiment_ranking_microblogs
451,making new HOD,0.442,sentiment_ranking_microblogs
452,Stochastic Overbought,-0.385,sentiment_ranking_microblogs
453,Best performers,0.376,sentiment_ranking_microblogs
454,hopefully peeps shorting $CAMT for scalps,-0.36,sentiment_ranking_microblogs
455,New bullish conversation activity,0.461,sentiment_ranking_microblogs
456,after losing about $1 billion on $VRX?,-0.643,sentiment_ranking_microblogs
457,Another quiet week,0.0,sentiment_ranking_microblogs
458,sales exceed target profitability guidance amended upward,0.526,sentiment_ranking_microblogs
459,hope kog shorters learned a lesson dont mess with this bear,0.085,sentiment_ranking_microblogs
460,Small caps threatening descending triangle breakdown,-0.382,sentiment_ranking_microblogs
461,accumulating more $BSMX on any pullback,0.417,sentiment_ranking_microblogs
462,I am excited about all these plays,0.322,sentiment_ranking_microblogs
463,I Love blood like a vampire.....Keep bleeding for me,-0.391,sentiment_ranking_microblogs
464,$PYPL w/ a solid start in #ecommerce checkout,0.375,sentiment_ranking_microblogs
465,run run $AMZN up 4.4% now,0.482,sentiment_ranking_microblogs
466,Stochastic Overbought,-0.385,sentiment_ranking_microblogs
467,Unusual call buying,0.336,sentiment_ranking_microblogs
468,Higher In Afternoon Trade Buy Point,0.243,sentiment_ranking_microblogs
469,Bad Apple,-0.392,sentiment_ranking_microblogs
470,TripAdvisor jumps on M&A rumors,0.47,sentiment_ranking_microblogs
471,trying to lead higher here,0.256,sentiment_ranking_microblogs
472,finds support,0.504,sentiment_ranking_microblogs
473,Moody's downgrade,-0.299,sentiment_ranking_microblogs
474,Watchlist Top Stocks,0.342,sentiment_ranking_microblogs
475,Santa Rally blow off top,0.22,sentiment_ranking_microblogs
476,point at a possible move up,0.176,sentiment_ranking_microblogs
477,Barclays signs on to Apple Pay,0.354,sentiment_ranking_microblogs
478,Breakup Will Cost Billions,-0.397,sentiment_ranking_microblogs
479,short-term forecast is now bearish,-0.343,sentiment_ranking_microblogs
480,"earning play $fast 47 puts, $vrx 34 puts , $bidu 182.5 puts",-0.387,sentiment_ranking_microblogs
481,$pcln back over 'up' trendline,0.308,sentiment_ranking_microblogs
482,Moved Upper Bollinger Band,0.498,sentiment_ranking_microblogs
483,Moved Upper Bollinger Band,0.498,sentiment_ranking_microblogs
484,high risk but could be a sweet ST runner once the jigginess exits,0.322,sentiment_ranking_microblogs
485,"If bulls lucky enuff to get an upside gap fill, better take it",0.054,sentiment_ranking_microblogs
486,outperforms,0.525,sentiment_ranking_microblogs
487,Nice start,0.269,sentiment_ranking_microblogs
488,$IEF bullish,0.423,sentiment_ranking_microblogs
489,This stock is a buy,0.498,sentiment_ranking_microblogs
490,To Combine In $37 Billion Deal,0.241,sentiment_ranking_microblogs
491,Monday sold,-0.37,sentiment_ranking_microblogs
492,Today's losers,-0.317,sentiment_ranking_microblogs
493,Biggest Market Losers,-0.438,sentiment_ranking_microblogs
494,Was looking for a long entry but today's price action wasn't appealing,0.215,sentiment_ranking_microblogs
495,Failed breakouts & failed setups Limping on crutches into next week,-0.419,sentiment_ranking_microblogs
496,this pull back of,-0.03,sentiment_ranking_microblogs
497,Breaking 52 week highs timing looks great now,0.419,sentiment_ranking_microblogs
498,Express Scripts loses,-0.336,sentiment_ranking_microblogs
499,$MDXG  lower.,-0.361,sentiment_ranking_microblogs
500,Pie In The Sky,0.365,sentiment_ranking_microblogs
501,look out belooooooowwww,-0.85,sentiment_ranking_microblogs
502,I just feel the people who are buying are the same ones with their finger on the sell button,-0.054,sentiment_ranking_microblogs
503,China winners,0.452,sentiment_ranking_microblogs
504,Largest Online Gaming Market,0.226,sentiment_ranking_microblogs
505,Guess who sold off about $800 million in $MDLZ,-0.428,sentiment_ranking_microblogs
506,best scenario going forward is this stock slowly falling everyday,-0.264,sentiment_ranking_microblogs
507,PLUNGING! Back to,-0.628,sentiment_ranking_microblogs
508,I blew out $ZMH,-0.462,sentiment_ranking_microblogs
509,"getting very close to 200 MA of 110.87, hasnâ€™t closed above 200 MA since July 31, 2015. If / when it does, will be significant.",0.218,sentiment_ranking_microblogs
510,Let's go up Gilead,0.328,sentiment_ranking_microblogs
511,Biggest gainers today large caps,0.556,sentiment_ranking_microblogs
512,Yahoo extends bidding deadline as interest grows,0.613,sentiment_ranking_microblogs
513,Rally Friday! #new52weekhighs p over 31%,0.66,sentiment_ranking_microblogs
514,Found some good bull setups this week,0.448,sentiment_ranking_microblogs
515,Sold some $TSLA Puts this morning,-0.211,sentiment_ranking_microblogs
516,"Another one to add, already happily holding",0.448,sentiment_ranking_microblogs
517,do i have enough shares ??? this beast keeps moving,0.429,sentiment_ranking_microblogs
518,looking to buy,0.32,sentiment_ranking_microblogs
519,downgrade,-0.463,sentiment_ranking_microblogs
520,#iPhone is really annoying.,-0.398,sentiment_ranking_microblogs
521,$FIT and $SUNE have not changed.,-0.179,sentiment_ranking_microblogs
522,holding up nicely,0.441,sentiment_ranking_microblogs
523,Insiders Are Selling,-0.351,sentiment_ranking_microblogs
524,Looks weak now Stay Short in SPY till then.,-0.504,sentiment_ranking_microblogs
525,gap fill 53.53 still waiting.,0.085,sentiment_ranking_microblogs
526,looking good Calls are active,0.362,sentiment_ranking_microblogs
527,shorts made a killing last couple days,-0.529,sentiment_ranking_microblogs
528,Goldman Sachs reiterates conviction buy on,0.334,sentiment_ranking_microblogs
529,giddy up!,0.308,sentiment_ranking_microblogs
530,PC shipments drop to lowest level since 2007,-0.452,sentiment_ranking_microblogs
531,Multi-year stock breakouts,0.612,sentiment_ranking_microblogs
532,high-flyers have been falling,-0.501,sentiment_ranking_microblogs
533,still in bear market,-0.421,sentiment_ranking_microblogs
534,"mentioned as potential suitee, suitor",0.258,sentiment_ranking_microblogs
535,looks constructive,0.28,sentiment_ranking_microblogs
536,stocks insiders are bullish on,0.433,sentiment_ranking_microblogs
537,Stochastic Overbought,-0.385,sentiment_ranking_microblogs
538,Biggest Market Losers,-0.438,sentiment_ranking_microblogs
539,Report: Apple signs up for Google's cloud,-0.213,sentiment_ranking_microblogs
540,Short Percent of Float 16.80%,-0.16,sentiment_ranking_microblogs
541,Unusual Call Activity,0.421,sentiment_ranking_microblogs
542,My broker has no shorts who has them?,-0.533,sentiment_ranking_microblogs
543,down 1.1% short of expectations,-0.352,sentiment_ranking_microblogs
544,loading $SPY and $AAPL puts think were toppy,-0.537,sentiment_ranking_microblogs
545,Best performers,0.307,sentiment_ranking_microblogs
546,New recommendation from Carl Kirst of BMO Capital Markets,0.566,sentiment_ranking_microblogs
547,A Premier Retail Dividend Play,0.354,sentiment_ranking_microblogs
548,I've been picking up railroad stocks for the retirement acct,0.441,sentiment_ranking_microblogs
549,breaks major support,-0.66,sentiment_ranking_microblogs
550,"Play safe, be long Just make sure you don't go long with all your money.",0.335,sentiment_ranking_microblogs
551,Worth a chance here,0.145,sentiment_ranking_microblogs
552,Aggressive Buy,0.306,sentiment_ranking_microblogs
553,Could that have been a strategy to exit shorts before the big pop?,0.316,sentiment_ranking_microblogs
554,taking a small chill pill today,-0.183,sentiment_ranking_microblogs
555,Institutions seem to like this class of stocks,0.422,sentiment_ranking_microblogs
556,upgrades to outperform ifts price target,0.61,sentiment_ranking_microblogs
557,on the move up again,0.483,sentiment_ranking_microblogs
558,companies shld be worried about iCloud,-0.329,sentiment_ranking_microblogs
559,Apple hires former Amazon executive George Stathakopoulos as head of corporate data security,0.146,sentiment_ranking_microblogs
560,stock options trade would have more than doubled your money,0.294,sentiment_ranking_microblogs
561,$HTZ lower,-0.341,sentiment_ranking_microblogs
562,need to break $4 again,0.132,sentiment_ranking_microblogs
563,$FB & $IBB down,-0.527,sentiment_ranking_microblogs
564,Expands Share Repurchase Program,0.285,sentiment_ranking_microblogs
565,should reward better on good earnings,0.326,sentiment_ranking_microblogs
566,Large cap tech is finally trying to catch up with the rest of the market,0.373,sentiment_ranking_microblogs
567,bear flag,-0.535,sentiment_ranking_microblogs
568,Will re-enter short on bounce..,-0.46,sentiment_ranking_microblogs
569,Most bullish stocks on Twitter during this dip,0.408,sentiment_ranking_microblogs
570,13F Shows New Stakes in ,0.468,sentiment_ranking_microblogs
571,Almost an outside day down,-0.274,sentiment_ranking_microblogs
572,long on,0.185,sentiment_ranking_microblogs
573,Price experiencing early rejection,-0.228,sentiment_ranking_microblogs
574,growth rate of approximately 122.0% to 124.9%. total net revenues to be between $780 mln and $790,0.305,sentiment_ranking_microblogs
575,Sounds like we'll see some green tomorrow,0.395,sentiment_ranking_microblogs
576,bearish charts keep getting worse.,-0.619,sentiment_ranking_microblogs
577,record number of passengers served in 2015,0.638,sentiment_ranking_microblogs
578,Failed breakouts & failed setups Limping on crutches into next week,-0.419,sentiment_ranking_microblogs
579,Prob a buy if it does,0.428,sentiment_ranking_microblogs
580,bail out,0.058,sentiment_ranking_microblogs
581,just about to break out to new highs lots of technicals looking great right now,0.469,sentiment_ranking_microblogs
582,all going down,-0.559,sentiment_ranking_microblogs
583,Possible target,0.162,sentiment_ranking_microblogs
584,Love this company long time.,0.408,sentiment_ranking_microblogs
585,Biggest gainers today large caps,0.432,sentiment_ranking_microblogs
586,new 'large player sells',-0.498,sentiment_ranking_microblogs
587,big dumping would not touch it for a while,-0.699,sentiment_ranking_microblogs
588,Biggest Market Losers,-0.438,sentiment_ranking_microblogs
589,Out $AAPL,-0.27,sentiment_ranking_microblogs
590,CLOSED GREEN!!!! BULLISH!,0.622,sentiment_ranking_microblogs
591,Indices are rallying today a lot of the 'highly covered companies' are underperforming,-0.193,sentiment_ranking_microblogs
592,Sales weak margins down debt still way up,-0.515,sentiment_ranking_microblogs
593,Pushing Channel Development,0.458,sentiment_ranking_microblogs
594,Breaking 52 week highs timing looks great now,0.419,sentiment_ranking_microblogs
595,We See More Reasons To Be Cautious,-0.093,sentiment_ranking_microblogs
596,Found some good bull setups this week,0.448,sentiment_ranking_microblogs
597,Closed Buy,0.466,sentiment_ranking_microblogs
598,Markets Back in Black for 2016,0.271,sentiment_ranking_microblogs
599,Take it while you can,0.515,sentiment_ranking_microblogs
600,SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,-0.405,sentiment_ranking_microblogs
601,China February Retail Sales: E-Commerce Remains Resilient,0.383,sentiment_ranking_microblogs
602,so i can add more,0.307,sentiment_ranking_microblogs
603,Picking up a couple shares of $GOOG today,0.364,sentiment_ranking_microblogs
604,Holy green day batman luv it when a plan comes together,0.298,sentiment_ranking_microblogs
605,What a nice reversal.,0.318,sentiment_ranking_microblogs
606,took my proprietary profit exit didn't like the option liquidity ousy spreads,-0.334,sentiment_ranking_microblogs
607,today's bull flag,0.2,sentiment_ranking_microblogs
608,RSI is down at 20,0.418,sentiment_ranking_microblogs
609,is somewhat tempting on the long side here,0.421,sentiment_ranking_microblogs
610,Can $TSLA roll over yet?,-0.212,sentiment_ranking_microblogs
611,stay long Apple,0.337,sentiment_ranking_microblogs
612,some of the stocks that came up on screens for longs,0.431,sentiment_ranking_microblogs
613,heading back down to Not sure where this goes from here without news,-0.25,sentiment_ranking_microblogs
614,Highest call to put ratio,0.348,sentiment_ranking_microblogs
615,close above 28.64 we are ready to rock and roll,0.308,sentiment_ranking_microblogs
616,easonably priced high growth institutional fave glamour name that is going at least 30% higher,0.342,sentiment_ranking_microblogs
617,Higher In Afternoon Trade Buy Point,0.243,sentiment_ranking_microblogs
618,MACD and ADX are crossing over the signal lines! Long Setup,0.569,sentiment_ranking_microblogs
619,ooks like nice risk/reward for starting to initiate a position looks like nice risk/reward for starting to initiate a position,0.309,sentiment_ranking_microblogs
620,BUY,0.437,sentiment_ranking_microblogs
621,Biggest Market Losers,-0.438,sentiment_ranking_microblogs
622,hipments on track to exceed forecasts,0.367,sentiment_ranking_microblogs
623,$MSFT higher than I expected,0.43,sentiment_ranking_microblogs
624,Good to load up Be confident,0.281,sentiment_ranking_microblogs
625,Worst performers today  $MGM $IO -6%,-0.351,sentiment_ranking_microblogs
626,Top holdings,0.311,sentiment_ranking_microblogs
627,player onto the 211 puts,-0.652,sentiment_ranking_microblogs
628,We See More Reasons To Be Cautious,-0.093,sentiment_ranking_microblogs
629,downgrade,-0.463,sentiment_ranking_microblogs
630,producing a Bullish MACD Xover,0.691,sentiment_ranking_microblogs
631,"As with all 3x ETFs, it is subject to decay due to daily rebalancin so be careful holding",-0.234,sentiment_ranking_microblogs
632,Bottom Losses,-0.756,sentiment_ranking_microblogs
633,patience pays off,0.272,sentiment_ranking_microblogs
634,Don't underestimate Mark Bounce off 50sma daily,0.37,sentiment_ranking_microblogs
635,stocks insiders are bullish on,0.433,sentiment_ranking_microblogs
636,demand ahead strongest growth,0.532,sentiment_ranking_microblogs
637,valuation is high No net cash fwd growth <10% high peg historical high pe & fwd PE,-0.355,sentiment_ranking_microblogs
638,Buying $fas last week was the play of the month Wish i woulda pulled the trigger,0.74,sentiment_ranking_microblogs
639,no position,-0.118,sentiment_ranking_microblogs
640,mastered their supply chain,0.461,sentiment_ranking_microblogs
641,Looks good on the weekly chart,0.379,sentiment_ranking_microblogs
642,$MU may go down 6% if the bear pattern is confirmed,-0.404,sentiment_ranking_microblogs
643,No edge offered,0.025,sentiment_ranking_microblogs
644,bearish engulfing candle,-0.532,sentiment_ranking_microblogs
645,BTO three 110 puts @ 1.34,-0.267,sentiment_ranking_microblogs
646,long play another consistent profit zone,0.48,sentiment_ranking_microblogs
647,Most bullish stocks on Twitter during this dip,0.408,sentiment_ranking_microblogs
648,Short $TSLA calls,-0.618,sentiment_ranking_microblogs
649,$MSFT is opening up its #XboxLive online service,0.225,sentiment_ranking_microblogs
650,#joke #bubble #buyerbeware,-0.506,sentiment_ranking_microblogs
651,Bullish MA Crossovers,0.457,sentiment_ranking_microblogs
652,down 25% since Tue morning.,-0.527,sentiment_ranking_microblogs
653,This stock is such a winner,0.451,sentiment_ranking_microblogs
654,soars pre-market,0.398,sentiment_ranking_microblogs
655,Over 16 with conviction  I'm a buyer good for ride to 20,0.585,sentiment_ranking_microblogs
656,$SIMO Basing nice A close over 24.18 is bullish,0.408,sentiment_ranking_microblogs
657,gap up today?  they say the heat is coming,0.454,sentiment_ranking_microblogs
658,Spy the bubble is in stock buy backs,-0.268,sentiment_ranking_microblogs
659,#OwnItDon'tTradeIt,0.435,sentiment_ranking_microblogs
660,ISRG Short,-0.678,sentiment_ranking_microblogs
661,debt crisis entered a dangerous new phase,-0.331,sentiment_ranking_microblogs
662,EPS growth is around 12% so far,0.316,sentiment_ranking_microblogs
663,airlines battle for Cuba routes $AAL $LUV $SAVE $JBLU,0.092,sentiment_ranking_microblogs
664,want to go this morning it's about time looking at the chart,0.28,sentiment_ranking_microblogs
665,Found some good bull setups this week,0.448,sentiment_ranking_microblogs
666,Pie In The Sky,0.365,sentiment_ranking_microblogs
667,and is overbought,-0.48,sentiment_ranking_microblogs
668,no choice but to be positve,0.323,sentiment_ranking_microblogs
669,small businesses have called $YELP a scam for years,-0.45,sentiment_ranking_microblogs
670,double bottom could be in,0.271,sentiment_ranking_microblogs
671,Unusual Call Activity,0.421,sentiment_ranking_microblogs
672,shorting here into close might be play high beta reversing,-0.469,sentiment_ranking_microblogs
673,Covered,0.128,sentiment_ranking_microblogs
674,Alibaba invests in Southeast Asian retailer Lazada $EFUT,0.0,sentiment_ranking_microblogs
675,cracking lower early $short #correction,-0.511,sentiment_ranking_microblogs
676,on cusp of a major bollinger breakout on daily sitting right on its 200 day EMA the force is too strong squeeze the shorts,0.511,sentiment_ranking_microblogs
677,Has a great cash balance impressive growth rate,0.493,sentiment_ranking_microblogs
678,Bullish MA Crossovers,0.457,sentiment_ranking_microblogs
679,resistance breached last week,0.112,sentiment_ranking_microblogs
680,$23 by the end of the week..did you snatch ur 21,0.257,sentiment_ranking_microblogs
681,Watchlist Top Stocks,0.342,sentiment_ranking_microblogs
682,weakness could be opportunity Good to sell Nov Put for re-entry,0.345,sentiment_ranking_microblogs
683,Unusual call buying,0.336,sentiment_ranking_microblogs
684,TOP 5 STOCK PICKS,0.414,sentiment_ranking_microblogs
685,debt crisis entered a dangerous new phase,-0.331,sentiment_ranking_microblogs
686,not feel terribly good,-0.126,sentiment_ranking_microblogs
687,Biggest Market Losers,-0.438,sentiment_ranking_microblogs
688,interest level has skyrocketed here the last two week,0.165,sentiment_ranking_microblogs
689,LVMH affordable #luxe doing just fine helped by duty-free & confident mainstream shoppers,0.45,sentiment_ranking_microblogs
690,Men sell $SVXY puts,0.092,sentiment_ranking_microblogs
691,an upward movement is expected,0.387,sentiment_ranking_microblogs
692,don't look for a dividend at the Feb Shareholders meeting,-0.2,sentiment_ranking_microblogs
693,Insiders Are Selling,-0.351,sentiment_ranking_microblogs
694,Stock Trading Lower Today  Warning After Upbeat Earnings Results,-0.375,sentiment_ranking_microblogs
695,$UNT trying to break out of 5 day range $SDRL 3.69 long,0.244,sentiment_ranking_microblogs
696,record number of passengers served in 2015,0.638,sentiment_ranking_microblogs
697,Buy the dip',0.38,sentiment_ranking_microblogs
698,Airplane And Hospitality Industries Set Their Sights On #Cuba,0.405,sentiment_ranking_microblogs
699,Dailymail content is perfect for YHOO demographics,0.153,sentiment_ranking_microblogs
700,Dividend Hike Green Light,0.316,sentiment_ranking_microblogs
701,Got a nice push today,0.28,sentiment_ranking_microblogs
702,but man this is one to be careful with,-0.291,sentiment_ranking_microblogs
703,top-rated,0.428,sentiment_ranking_microblogs
704,stocks at support w/ high trade quality,0.503,sentiment_ranking_microblogs
705,bear raid,-0.48,sentiment_ranking_microblogs
706,"Long over 3.95/great find - hope that wold be another $ANLY or $PZZI, still holding second 1/2",0.509,sentiment_ranking_microblogs
707,Heard Netflix is raising its prices. It's all good it's worth it though,0.275,sentiment_ranking_microblogs
708,Stares Into the Abyss,-0.325,sentiment_ranking_microblogs
709,this is going to end in the red,-0.477,sentiment_ranking_microblogs
710,"is now beaten down, hated",-0.303,sentiment_ranking_microblogs
711,1Mil Buy order at,0.426,sentiment_ranking_microblogs
712,great growth stk & also raised dividend clearly a great investment,0.597,sentiment_ranking_microblogs
713,Recall Adds To Reliability Issues,-0.267,sentiment_ranking_microblogs
714,Double bottom with handle buy point,0.654,sentiment_ranking_microblogs
715,Goldman Sachs reiterates conviction buy on,0.087,sentiment_ranking_microblogs
716,Services like $NFLX and #Hulu are growing much faster than cable,0.364,sentiment_ranking_microblogs
717,Balancing ROIC and growth to create value,0.334,sentiment_ranking_microblogs
718,gist of downgrades was apple failed to make a phone th,-0.312,sentiment_ranking_microblogs
719,soars pre-market,0.34,sentiment_ranking_microblogs
720,Deutsche Bank: cuts #Starbucks to Hold premium valuation,-0.17,sentiment_ranking_microblogs
721,Added $REGN at 402,0.589,sentiment_ranking_microblogs
722,round 2 short,-0.438,sentiment_ranking_microblogs
723,looks like it could be about to fall apart market not liking  bad business,-0.515,sentiment_ranking_microblogs
724,Long look like a 5-10% run awaits,0.394,sentiment_ranking_microblogs
725,magically bought at under a dollar,0.288,sentiment_ranking_microblogs
726,Institutions seem to like this class of stocks,0.422,sentiment_ranking_microblogs
727,shipments slid -9.6% to lowest quarterly total since 2007 dethrones,-0.283,sentiment_ranking_microblogs
728,$KNDI China electric car maker. China car sales +7.8%.,0.403,sentiment_ranking_microblogs
729,It Needs A New Tablet Strategy,-0.195,sentiment_ranking_microblogs
730,Fundamentally nothing has changed,0.198,sentiment_ranking_microblogs
731,"After weeks of steady gains,advances in mkt breadth slowe",-0.146,sentiment_ranking_microblogs
732,"all on a longer-term, technical swing long basis.",0.591,sentiment_ranking_microblogs
733,stocks insiders are bullish on,0.433,sentiment_ranking_microblogs
734,Notable gainers among liquid option names this morning,0.513,sentiment_ranking_microblogs
735,$GOOGL patents turn signal detector for autonomous cars.,0.241,sentiment_ranking_microblogs
736,"Support here @ 50sma Good long trade, tight stop",0.328,sentiment_ranking_microblogs
737,LONGS,0.511,sentiment_ranking_microblogs
738,$AAPL a new long IF 110.61 is broke,0.379,sentiment_ranking_microblogs
739,broke out now of his bull flag channel and make new highs,0.369,sentiment_ranking_microblogs
740,capped this range leads to meltdown,-0.172,sentiment_ranking_microblogs
741,holding up well today,0.318,sentiment_ranking_microblogs
742,Long favorite covered call double dip dividend play. touting,0.444,sentiment_ranking_microblogs
743,Top holdings,0.311,sentiment_ranking_microblogs
744,when there is turmoil in the MENA region shippers perform,0.397,sentiment_ranking_microblogs
745,growing customers globally e stay long,0.576,sentiment_ranking_microblogs
746,running into cloud bottom,-0.528,sentiment_ranking_microblogs
747,breakout from the consolidation zone bot some @,0.724,sentiment_ranking_microblogs
748,What goes up...,-0.514,sentiment_ranking_microblogs
749,Market getting crushed today,-0.302,sentiment_ranking_microblogs
750,Stay long,0.951,sentiment_ranking_microblogs
751,Barclays signs on to Apple Pay,-0.113,sentiment_ranking_microblogs
752,AUG 645 calls +550%,0.553,sentiment_ranking_microblogs
753,next major platform,0.374,sentiment_ranking_microblogs
754,Wilful infringement does not go into calculations of patent damages $AAPL,-0.207,sentiment_ranking_microblogs
755,I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,-0.308,sentiment_ranking_microblogs
756,keep stock on your watch list,0.271,sentiment_ranking_microblogs
757,Deutsche Bank downgrades,-0.436,sentiment_ranking_microblogs
758,Big Drop in Hedge Fund Exposure to Market Even sharks don't trust this market,-0.402,sentiment_ranking_microblogs
759,all going down,-0.559,sentiment_ranking_microblogs
760,EPS growth is around 12% so far,0.316,sentiment_ranking_microblogs
761,Timberrrr,-0.562,sentiment_ranking_microblogs
762,$TSLA is the only 'auto' stock showing a gain year-to-date,-0.347,sentiment_ranking_microblogs
763,people are calling it bearish Some heading for exits already,-0.148,sentiment_ranking_microblogs
764,#oversold,0.406,sentiment_ranking_microblogs
765,$KO:US #COCA-COLA CO 19Oct Positive,0.646,sentiment_ranking_microblogs
766,we close around $34 it's a good sign Tom we can continue upwards!!,0.494,sentiment_ranking_microblogs
767,$TWTR Fck you Bird!,-0.085,sentiment_ranking_microblogs
768,Best outperformers ranked,0.492,sentiment_ranking_microblogs
769,shipments slid -9.6% to lowest quarterly total since 2007 dethrones,-0.336,sentiment_ranking_microblogs
770,oversold,0.43,sentiment_ranking_microblogs
771,short the $TSLA,-0.603,sentiment_ranking_microblogs
772,Alibaba IPO hoopla canâ€™t hide risk of Chinese stocks,-0.39,sentiment_ranking_microblogs
773,recessions declines,-0.307,sentiment_ranking_microblogs
774,Keeping my stops a bit on the tight side,0.135,sentiment_ranking_microblogs
775,massive recent recovery toward new highs should give the real shareholders encouragement on questcor,0.448,sentiment_ranking_microblogs
776,$YOKU 0,0.0,sentiment_ranking_microblogs
777,weakness continues again.,-0.41,sentiment_ranking_microblogs
778,Buy the dip',0.38,sentiment_ranking_microblogs
779,Stochastic Overbought,-0.516,sentiment_ranking_microblogs
780,Nice day rally!,0.529,sentiment_ranking_microblogs
781,up almost 11% now,0.398,sentiment_ranking_microblogs
782,eyeing $RA w take-over interest,0.041,sentiment_ranking_microblogs
783,Why The Coal & Shipping Sectors Could Rise Again,0.418,sentiment_ranking_microblogs
784,looks great bullish,0.396,sentiment_ranking_microblogs
785,LONGS,0.511,sentiment_ranking_microblogs
786,I'd be short $fast,-0.625,sentiment_ranking_microblogs
787,holding up well today,0.318,sentiment_ranking_microblogs
788,picked up $CALM,0.47,sentiment_ranking_microblogs
789,ended the day down,-0.144,sentiment_ranking_microblogs
790,longer term top building now a quickie short,0.099,sentiment_ranking_microblogs
791,adding to position here,0.685,sentiment_ranking_microblogs
792,Why $TWTR is doomed in 1 chart,-0.027,sentiment_ranking_microblogs
793,"Over the TL it can go to 114, below it can go to 90.",0.0,sentiment_ranking_microblogs
794,finally broke free from big brother's shadow?,0.206,sentiment_ranking_microblogs
795,Guess the late traders will be stocking up on $TSLA,0.416,sentiment_ranking_microblogs
796,5 Reasons Not to Buy Gold,-0.447,sentiment_ranking_microblogs
797,companies shld be worried about iCloud,-0.329,sentiment_ranking_microblogs
798,guess everyone wants 620,0.239,sentiment_ranking_microblogs
799,with upcoming first support in a few days or weeks!,0.274,sentiment_ranking_microblogs
800,slips alongside shares on NSA leak news,-0.198,sentiment_ranking_microblogs
801,Major skin in the game...positive.,0.471,sentiment_ranking_microblogs
802,"addding tsla ss , added small vrx long $TSLA $VRX",0.394,sentiment_ranking_microblogs
803,Bought $FB $111 calls,0.579,sentiment_ranking_microblogs
804,still have positive market bias Sharp Rally In Low-Quality Stocks Points To Ongoing Market Gains,0.428,sentiment_ranking_microblogs
805,$UVXY broke 10.00 amazing!!! not the 1st time won't be the last,0.265,sentiment_ranking_microblogs
806,Sold: $CELG $AGIO,-0.552,sentiment_ranking_microblogs
807,Sanofi often on the wrong end of business.,-0.247,sentiment_ranking_microblogs
808,Sector Stocks Leading Today,0.454,sentiment_ranking_microblogs
809,eyes more disposals in bid to appease City backers,0.286,sentiment_ranking_microblogs
810,seriously nothing says strong growth like well played,0.312,sentiment_ranking_microblogs
811,bought CALL OMNIVISION TECH Should beat earnings,0.722,sentiment_ranking_microblogs
